Genus.Species,Choerodon.rubescens,
,,
Row Labels,Average of n,
Fished,0.29004329,
MPA,0.103448276,
Grand Total,0.238993711,
,,
,,
,,
,,
,,
,,0.580730797
,,0.404465848
