,Cruise,Project.Name,Year,Region,Status,Location,Location.Site,Location.Site.Depth,Site,Op.Depth,Op.Site,Gear,Depth,Opcode,Genus.Species,Length,Opcode.No.Year
6688,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,9EFS5b,Scarus.ghobban,383.6,EFS5b
6689,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,9EFS5b,Scarus.schlegeli,240.5,EFS5b
6690,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Easter,Easter.b,Easter.b.S,Woody.Is.,S,b,sBRUVS,10,9EFS5b,Thalassoma.lutescens,215.4,EFS5b
6691,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Choerodon.rubescens,237,PFD3b
6692,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Choerodon.rubescens,424.6,PFD3b
6693,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Chromis.westaustralis,57.6,PFD3b
6694,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Kyphosus.sydneyanus,500.2,PFD3b
6695,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Lethrinus.nebulosus,630.7,PFD3b
6696,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Chrysophrys.auratus,333.5,PFD3b
6697,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Chrysophrys.auratus,357.2,PFD3b
6698,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD3b,Chrysophrys.auratus,382,PFD3b
6868,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chaetodon.lunula,178.1,PFS2b
6869,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,69.2,PFS2b
6870,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,78.7,PFS2b
6871,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,150.4,PFS2b
6872,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,155.4,PFS2b
6873,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,156.4,PFS2b
6874,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chlorurus.sordidus,262.9,PFS2b
6875,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Chromis.westaustralis,69.4,PFS2b
6876,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Lethrinus.atkinsoni,326.2,PFS2b
6877,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Lethrinus.nebulosus,334.1,PFS2b
6879,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Thalassoma.lunare,188.1,PFS2b
6880,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.S,Whale.Bay,S,b,sBRUVS,10,9PFS2b,Thalassoma.lunare,227.9,PFS2b
6907,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Bodianus.frenchii,282.2,PFD3a
6908,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Bodianus.frenchii,305.5,PFD3a
6909,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Chaetodon.lunula,170.7,PFD3a
6910,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Chlorurus.microrhinos,321.1,PFD3a
6911,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Choerodon.rubescens,242.1,PFD3a
6912,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Choerodon.rubescens,357.1,PFD3a
6913,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Choerodon.rubescens,415.5,PFD3a
6914,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Plectropomus.leopardus,197.1,PFD3a
6915,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Plectropomus.leopardus,201.9,PFD3a
6916,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Plectropomus.leopardus,242.6,PFD3a
6917,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Plectropomus.leopardus,301.3,PFD3a
6918,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Plectropomus.leopardus,354.8,PFD3a
6919,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD3a,Pomacentrus.milleri,88.7,PFD3a
6920,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Carcharhinidae.sp1,709.8,PFD2c
6921,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Carcharhinidae.sp1,883.8,PFD2c
6922,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Choerodon.rubescens,388.7,PFD2c
6923,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Coris.auricularis,330.9,PFD2c
6924,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,310.8,PFD2c
6925,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,317.2,PFD2c
6926,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,318.6,PFD2c
6927,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,348.3,PFD2c
6928,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,425.9,PFD2c
6929,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Chrysophrys.auratus,434.7,PFD2c
6930,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,44.3,PFD2c
6931,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,49,PFD2c
6932,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,50.1,PFD2c
6933,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,51.5,PFD2c
6934,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,52,PFD2c
6935,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,52.9,PFD2c
6936,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,57.6,PFD2c
6937,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,60,PFD2c
6938,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pentapodus.nagasakiensis,64.9,PFD2c
6939,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pseudocaranx.dinjerra,203.3,PFD2c
6940,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pseudocaranx.dinjerra,218.5,PFD2c
6941,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pseudocaranx.dinjerra,225,PFD2c
6942,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pseudocaranx.dinjerra,225.6,PFD2c
6943,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD2c,Pseudocaranx.dinjerra,226.4,PFD2c
6946,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Austrolabrus.maculatus,66.9,PFD2b
6947,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Choerodon.rubescens,275.2,PFD2b
6948,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Choerodon.rubescens,415.2,PFD2b
6949,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Coris.auricularis,404.2,PFD2b
6950,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Glaucosoma.hebraicum,539.6,PFD2b
6951,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Plectropomus.leopardus,316,PFD2b
6952,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Plectropomus.leopardus,383.4,PFD2b
6953,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Plectropomus.leopardus,386,PFD2b
6954,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Plectropomus.leopardus,488.2,PFD2b
6955,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD2b,Scorpis.georgiana,316.2,PFD2b
6956,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Bodianus.frenchii,317.5,PFD2a
6957,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Choerodon.rubescens,531.2,PFD2a
6958,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Plectropomus.leopardus,283.5,PFD2a
6959,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Plectropomus.leopardus,308.3,PFD2a
6960,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Plectropomus.leopardus,344.4,PFD2a
6961,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Pomacentrus.milleri,85.6,PFD2a
6962,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD2a,Scombridae.spp,636.3,PFD2a
6963,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Chrysophrys.auratus,280.4,PFD1c
6964,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,110.3,PFD1c
6965,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,120.1,PFD1c
6966,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,122.5,PFD1c
6967,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,122.8,PFD1c
6968,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,128.1,PFD1c
6969,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pentapodus.nagasakiensis,142,PFD1c
6970,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pseudocaranx.dinjerra,205.1,PFD1c
6971,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pseudocaranx.dinjerra,206.5,PFD1c
6972,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD1c,Pseudocaranx.dinjerra,239.4,PFD1c
6973,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD1b,Bodianus.frenchii,326.1,PFD1b
6974,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.b,Pelsaert.b.D,Whale.Bay,D,b,sBRUVS,24,9PFD1b,Scorpis.georgiana,352.2,PFD1b
6975,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD1a,Bodianus.frenchii,234.8,PFD1a
6976,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD1a,Choerodon.rubescens,267.8,PFD1a
6977,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD1a,Plectropomus.leopardus,176.4,PFD1a
6978,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD1a,Plectropomus.leopardus,201.9,PFD1a
6979,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD1a,Plectropomus.leopardus,217.8,PFD1a
7007,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.S,Newman.Is.,S,a,sBRUVS,10,9PFS1a,Choerodon.rubescens,435,PFS1a
7008,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.S,Newman.Is.,S,a,sBRUVS,10,9PFS1a,Choerodon.rubescens,458.1,PFS1a
7009,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.S,Newman.Is.,S,a,sBRUVS,10,9PFS1a,Plectropomus.leopardus,219.7,PFS1a
7010,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.S,Newman.Is.,S,a,sBRUVS,10,9PFS1a,Plectropomus.leopardus,355.8,PFS1a
7011,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Choerodon.rubescens,429.8,PFD5c
7012,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Choerodon.rubescens,528.5,PFD5c
7013,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Chrysophrys.auratus,343.6,PFD5c
7014,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pentapodus.nagasakiensis,46.2,PFD5c
7015,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pentapodus.nagasakiensis,62.4,PFD5c
7016,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pseudocaranx.dinjerra,193.5,PFD5c
7017,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pseudocaranx.dinjerra,236.6,PFD5c
7018,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pseudocaranx.dinjerra,245.8,PFD5c
7019,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pseudocaranx.dinjerra,252.8,PFD5c
7020,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD5c,Pseudocaranx.dinjerra,266.8,PFD5c
7022,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.a,Pelsaert.a.D,Newman.Is.,D,a,sBRUVS,24,9PFD5a,Coris.auricularis,329,PFD5a
7023,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Amphiprion.clarkii,53.6,PFD4c
7024,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Choerodon.rubescens,394.5,PFD4c
7026,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,25.5,PFD4c
7027,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,36.7,PFD4c
7028,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,38.2,PFD4c
7029,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,40.7,PFD4c
7030,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,51.4,PFD4c
7031,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Chromis.westaustralis,59.1,PFD4c
7032,18,2009.05.Abrolhos.B.DM,2009,Abrolhos.Islands,Fished,Pelsaert,Pelsaert.c,Pelsaert.c.D,Stick.Is.,D,c,sBRUVS,24,9PFD4c,Coris.auricularis,83.3,PFD4c
