,Cruise,Project.Name,Year,Region,Status,Location,Location.Site,Location.Site.Depth,Site,Op.Depth,Op.Site,Gear,Depth,Opcode,Genus.Species,Length,Opcode.No.Year
5295,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,Fished,Wallabi,Wallabi.c,Wallabi.c.S,Fish.Point,S,c,sBRUVS,10,8WFS5c,Seriola.hippos,982.2,WFS5c
5296,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Acanthurus.grammoptilus,261,WRS3
5297,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Chlorurus.microrhinos,485.3,WRS3
5298,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Chlorurus.microrhinos,524.7,WRS3
5299,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Choerodon.rubescens,334.4,WRS3
5300,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,51.2,WRS3
5301,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,58.9,WRS3
5302,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,68.3,WRS3
5303,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,85.7,WRS3
5304,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,312.6,WRS3
5305,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Coris.auricularis,334.2,WRS3
5306,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Kyphosus.sydneyanus,561.6,WRS3
5307,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.atkinsoni,277,WRS3
5308,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.atkinsoni,285.9,WRS3
5309,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.atkinsoni,354.6,WRS3
5310,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.miniatus,325.5,WRS3
5311,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.nebulosus,457.7,WRS3
5312,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Lethrinus.sp,321.8,WRS3
5313,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Chrysophrys.auratus,654.8,WRS3
5314,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Parupeneus.spilurus,56.8,WRS3
5315,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Parupeneus.spilurus,256.4,WRS3
5316,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Parupeneus.spilurus,326.4,WRS3
5317,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Plectorhinchus.flavomaculatus,460,WRS3
5318,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Plectropomus.leopardus,457.8,WRS3
5319,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Pomacentrus.milleri,21.3,WRS3
5320,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Pseudocaranx.dinjerra,402.6,WRS3
5321,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.ghobban,330.6,WRS3
5322,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,165.1,WRS3
5323,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,189.9,WRS3
5324,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,207.1,WRS3
5325,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,327.5,WRS3
5326,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,345.1,WRS3
5327,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,350.9,WRS3
5328,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scarus.schlegeli,388.3,WRS3
5329,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS3,Scombridae.spp,772.1,WRS3
5331,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Bodianus.bilunulatus,291.5,WRS2
5332,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chlorurus.sordidus,294.1,WRS2
5333,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Choerodon.rubescens,304.6,WRS2
5334,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Choerodon.rubescens,455.3,WRS2
5335,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Choerodon.rubescens,487.6,WRS2
5336,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Choerodon.rubescens,516.2,WRS2
5337,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Coris.auricularis,322,WRS2
5338,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Coris.auricularis,378.9,WRS2
5339,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Epinephelus.rivulatus,308.8,WRS2
5340,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Glaucosoma.hebraicum,404.6,WRS2
5341,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.miniatus,343.7,WRS2
5342,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.nebulosus,497.7,WRS2
5343,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,256.9,WRS2
5344,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,271.1,WRS2
5345,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,286.8,WRS2
5346,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,299.8,WRS2
5347,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,305.3,WRS2
5348,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,307.5,WRS2
5349,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,310,WRS2
5350,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,311.4,WRS2
5351,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,313.9,WRS2
5352,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,333.7,WRS2
5353,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lethrinus.sp,351.3,WRS2
5354,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Lutjanus.lemniscatus,425.3,WRS2
5355,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chrysophrys.auratus,316.9,WRS2
5356,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chrysophrys.auratus,319,WRS2
5357,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chrysophrys.auratus,323,WRS2
5358,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chrysophrys.auratus,324.2,WRS2
5359,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Chrysophrys.auratus,351.5,WRS2
5360,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Plectropomus.leopardus,252.7,WRS2
5361,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Plectropomus.leopardus,381.1,WRS2
5362,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Scarus.schlegeli,270,WRS2
5363,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Seriola.dumerili,415.5,WRS2
5364,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Seriola.dumerili,788.9,WRS2
5365,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Seriola.dumerili,885.5,WRS2
5366,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Seriola.dumerili,892.7,WRS2
5368,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Dive.Trail,S,a,sBRUVS,10,8WRS2,Variola.louti,644.1,WRS2
5369,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Chaetodon.plebeius,97.7,WRS1
5370,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Chromis.westaustralis,67.2,WRS1
5371,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Kyphosus.sydneyanus,452.2,WRS1
5372,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Kyphosus.sydneyanus,475.8,WRS1
5373,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Kyphosus.sydneyanus,485.9,WRS1
5374,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Kyphosus.sydneyanus,754.9,WRS1
5375,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Labracinus.lineatus,192.2,WRS1
5376,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Lethrinus.atkinsoni,339,WRS1
5377,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Lethrinus.miniatus,350.8,WRS1
5378,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Lethrinus.miniatus,355.7,WRS1
5379,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Scarus.schlegeli,171.7,WRS1
5380,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Scarus.schlegeli,180.6,WRS1
5381,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Scombridae.spp,772.4,WRS1
5382,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.S,Beacon.Is.,S,a,sBRUVS,10,8WRS1,Thalassoma.lutescens,191.6,WRS1
5383,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Choerodon.jordani,156.1,WRD5
5384,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Choerodon.rubescens,309.7,WRD5
5385,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Choerodon.rubescens,337.4,WRD5
5386,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Choerodon.rubescens,365.2,WRD5
5387,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Chromis.westaustralis,73.6,WRD5
5388,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Chromis.westaustralis,77.7,WRD5
5389,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Chromis.westaustralis,88.3,WRD5
5390,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,155.6,WRD5
5391,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,156.5,WRD5
5392,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,190,WRD5
5393,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,192.8,WRD5
5394,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,198.1,WRD5
5395,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,206.7,WRD5
5396,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,287.3,WRD5
5397,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,312.2,WRD5
5398,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,320.5,WRD5
5399,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Coris.auricularis,377.5,WRD5
5400,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Labracinus.lineatus,220.7,WRD5
5401,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Chrysophrys.auratus,698.2,WRD5
5402,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Parupeneus.chrysopleuron,187.6,WRD5
5403,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,108.6,WRD5
5404,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,109.5,WRD5
5405,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,111.7,WRD5
5406,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,125.1,WRD5
5407,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,127.5,WRD5
5408,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,148.6,WRD5
5409,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,158.1,WRD5
5410,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Pentapodus.nagasakiensis,163.1,WRD5
5411,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,632,WRD5
5412,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,829.5,WRD5
5413,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,915.6,WRD5
5414,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,917.9,WRD5
5415,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,919.9,WRD5
5416,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,922.3,WRD5
5417,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,937.7,WRD5
5418,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Scombridae.spp,952,WRD5
5419,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD5,Seriola.dumerili,990.4,WRD5
5423,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD4,Bodianus.bilunulatus,284.2,WRD4
5424,16,2008.05.Abrolhos.B.DM,2008,Abrolhos.Islands,MPA,Wallabi,Wallabi.a,Wallabi.a.D,Dive.Trail,D,a,sBRUVS,24,8WRD4,Cephalopholis.miniata,421.7,WRD4
